"Player","Season","Season Age","Gen. Role","Role","DAVIES","Box Activity","Shooting","Final Ball","Dribbles and Carries","Buildup Passing","Defense","Min","Team","League","Nation","League Gender"
"Sven Bender","2020-2021",31,"Central Def","Reactive Central Defender",-0.05,0,-0.01,0,-0.01,-0.03,0,1170,"Leverkusen","Bundesliga","GER","M"
"Niklas Dorsch","2022-2023",24,"Deep Midfielder","Defensive Deep Midfielder",-0.05,-0.01,-0.03,0,0,-0.03,0.02,483,"Augsburg","Bundesliga","GER","M"
"Dickson Abiama","2021-2022",22,"Finisher","Progressive Forward",-0.05,-0.03,-0.02,0,-0.01,0,0.01,726,"Greuther Fürth","Bundesliga","NGA","M"
"James McClean","2017-2018",28,"Dribbler","Wide Dribbler",-0.05,-0.02,-0.02,-0.01,0,-0.02,0.02,1406,"West Brom","Premier League","IRL","M"
"Nicholas Opoku","2018-2019",20,"Central Def","Aggressive Central Defender",-0.05,0,0,0,0,-0.02,-0.02,910,"Udinese","Serie A M","GHA","M"
"Pedro León","2020-2021",33,"Dribbler","Wide Dribbler",-0.05,-0.02,-0.02,0.02,0,-0.02,-0.01,935,"Eibar","La Liga","ESP","M"
"Simon Asta","2021-2022",20,"Wide Def","Aggressive Wide Defender",-0.05,0,-0.01,-0.01,-0.01,-0.01,-0.01,783,"Greuther Fürth","Bundesliga","GER","M"
"Grischa Prömel","2019-2020",24,"Midfielder","Mobile Midfielder",-0.05,-0.01,-0.01,-0.02,0,-0.02,0,924,"Union Berlin","Bundesliga","GER","M"
"Carlos Gruezo","2021-2022",26,"Deep Midfielder","Defensive Deep Midfielder",-0.05,-0.01,-0.01,-0.01,0,-0.01,-0.01,970,"Augsburg","Bundesliga","ECU","M"
"Stefan Mitrović","2022-2023",32,"Central Def","Reactive Central Defender",-0.05,0,-0.02,0,-0.01,-0.03,0,1680,"Getafe","La Liga","SRB","M"
"Farid El Melali","2022-2023",25,"Dribbler","Direct Dribbler",-0.05,-0.01,-0.03,-0.02,0.03,0,0.01,806,"Angers","Ligue 1","ALG","M"
"Ohis Felix Uduokhai","2022-2023",24,"Central Def","Aggressive Central Defender",-0.05,0,-0.01,0,0,-0.03,0,1450,"Augsburg","Bundesliga","GER","M"
"Nemanja Gudelj","2021-2022",29,"Central Def","Aggressive Central Defender",-0.05,-0.01,-0.01,0,0,-0.02,-0.01,1046,"Sevilla","La Liga","SRB","M"
"Dominic Calvert-Lewin","2021-2022",24,"Finisher","Target Forward",-0.05,-0.01,-0.02,0,-0.01,-0.01,0,1283,"Everton","Premier League","ENG","M"
"Iñigo Pérez","2020-2021",32,"Midfielder","Creative Midfielder",-0.05,0,-0.02,-0.01,-0.01,0,-0.01,1347,"Osasuna","La Liga","ESP","M"
"Alberto Grassi","2019-2020",24,"Midfielder","Mobile Midfielder",-0.05,-0.01,-0.01,-0.01,-0.01,-0.01,0,641,"Parma","Serie A M","ITA","M"
"Hélder Costa","2020-2021",26,"Dribbler","Wide Dribbler",-0.05,0,-0.01,-0.01,0,-0.01,0,1156,"Leeds United","Premier League","ANG","M"
"Romain Perraud","2023-2024",25,"Wide Def","Deep Wide Defender",-0.05,0,-0.02,0.03,-0.01,-0.06,0.02,370,"Nice","Ligue 1","FRA","M"
"Selim Amallah","2023-2024",26,"Creator","Two Way Creator",-0.05,0,-0.02,-0.02,-0.01,-0.01,0.02,604,"Valencia","La Liga","MAR","M"
"Cenk Tosun","2017-2018",26,"Finisher","Target Forward",-0.05,-0.02,-0.03,0,0,-0.01,0,986,"Everton","Premier League","TUR","M"
"Philip Billing","2017-2018",21,"Deep Midfielder","Defensive Deep Midfielder",-0.05,-0.01,-0.01,0,0,-0.05,0,764,"Huddersfield","Premier League","DEN","M"
"Jean-Claude Billong","2017-2018",23,"Central Def","Aggressive Central Defender",-0.05,-0.01,-0.01,0,-0.01,-0.03,0.02,294,"Benevento","Serie A M","CMR","M"
"Nicholas Gioacchini","2021-2022",21,"Finisher","Target Forward",-0.05,0,-0.04,0,0,-0.02,0.01,497,"Montpellier","Ligue 1","USA","M"
"Moussa Niakhate","2022-2023",26,"Central Def","Aggressive Central Defender",-0.05,-0.01,0,0,-0.01,-0.04,0.01,1163,"Nott'ham Forest","Premier League","SEN","M"
"Lukas Klünter","2018-2019",22,"Wide Def","Aggressive Wide Defender",-0.05,0,-0.01,-0.01,0.01,-0.03,0,592,"Hertha BSC","Bundesliga","GER","M"
"Sokratis Papastathopoulos","2023-2024",35,"Central Def","Reactive Central Defender",-0.05,0,-0.01,0,-0.01,-0.04,0.01,1136,"Betis","La Liga","GRE","M"
"Jessy Deminguet","2018-2019",20,"Midfielder","Mobile Midfielder",-0.05,0,-0.04,-0.02,0,-0.02,0.02,1269,"Caen","Ligue 1","FRA","M"
"Ádám Szalai","2020-2021",32,"Finisher","Progressive Forward",-0.05,0,-0.02,0,-0.02,0,0,733,"Mainz 05","Bundesliga","HUN","M"
"Riccardo Fiamozzi","2021-2022",28,"Wide Def","Progressive Wide Defender",-0.05,-0.01,-0.02,0,-0.01,0.02,-0.01,620,"Empoli","Serie A M","ITA","M"
"Amir Rrahmani","2020-2021",26,"Central Def","Reactive Central Defender",-0.05,0,0,0,-0.01,-0.01,-0.01,1094,"Napoli","Serie A M","KVX","M"
"Oscar Hiljemark","2018-2019",26,"Midfielder","Creative Midfielder",-0.05,0,-0.01,0,0,-0.02,-0.02,1196,"Genoa","Serie A M","SWE","M"
"David Okereke","2023-2024",25,"Finisher","Progressive Forward",-0.05,0,-0.04,0,0.01,-0.01,-0.01,252,"Torino","Serie A M","NGA","M"
"Tonny Vilhena","2021-2022",26,"Creator","Wide Creator",-0.05,0,-0.02,-0.02,0,-0.02,0.01,928,"Espanyol","La Liga","NED","M"
"Romaine Sawyers","2020-2021",28,"Deep Midfielder","Defensive Deep Midfielder",-0.05,-0.01,-0.01,-0.01,-0.01,0,-0.01,1487,"West Brom","Premier League","SKN","M"
"Fredrik Jensen","2021-2022",23,"Dribbler","Wide Dribbler",-0.05,0,-0.07,0.02,0,0,0.01,418,"Augsburg","Bundesliga","FIN","M"
"André Ayew","2017-2018",27,"Finisher","Progressive Forward",-0.05,-0.02,-0.05,0,0,0.01,0.01,950,"Swansea City","Premier League","GHA","M"
"Victor Lindelöf","2017-2018",23,"Central Def","Reactive Central Defender",-0.05,-0.01,-0.02,0,0,0,-0.01,1285,"Manchester Utd","Premier League","SWE","M"
"John Bostock","2018-2019",26,"Deep Midfielder","Defensive Deep Midfielder",-0.05,0,-0.01,0,-0.01,-0.01,-0.01,984,"Toulouse","Ligue 1","TRI","M"
"Nikola Kalinić","2020-2021",32,"Finisher","Target Forward",-0.05,-0.01,0,-0.01,-0.01,-0.01,-0.01,1063,"Hellas Verona","Serie A M","CRO","M"
"Nathaniel Clyne","2018-2019",27,"Wide Def","Deep Wide Defender",-0.05,0,-0.01,0,-0.01,-0.01,0,1143,"Bournemouth","Premier League","ENG","M"
"Robbie Brady","2020-2021",28,"Creator","Two Way Creator",-0.05,-0.01,-0.03,-0.01,-0.01,-0.02,0.03,1052,"Burnley","Premier League","IRL","M"
"Darko Brašanac","2018-2019",26,"Midfielder","Mobile Midfielder",-0.05,0,-0.02,-0.01,0,-0.01,-0.01,1580,"Alavés","La Liga","SRB","M"
"Alidu Seidu","2023-2024",23,"Central Def","Aggressive Central Defender",-0.05,-0.01,-0.01,0,0,-0.03,0.01,1131,"Clermont Foot","Ligue 1","GHA","M"
"Romain Genevois","2017-2018",29,"Central Def","Aggressive Central Defender",-0.05,0,-0.01,0,0,-0.02,-0.01,1808,"Caen","Ligue 1","HAI","M"
"Steven Alzate","2019-2020",20,"Creator","Two Way Creator",-0.05,0,-0.03,-0.02,0.01,0,0.01,1188,"Brighton","Premier League","COL","M"
"Jan Morávek","2017-2018",27,"Midfielder","Ball Winning Midfielder",-0.05,0,-0.03,-0.02,0,-0.01,0.05,702,"Augsburg","Bundesliga","CZE","M"
"Mattia De Sciglio","2022-2023",29,"Wide Def","Progressive Wide Defender",-0.05,-0.01,-0.02,-0.01,-0.01,0.03,-0.01,1042,"Juventus","Serie A M","ITA","M"
"Faouzi Ghoulam","2022-2023",31,"Wide Def","Deep Wide Defender",-0.05,-0.01,-0.01,0,0,0,-0.01,479,"Angers","Ligue 1","ALG","M"
"Romain Del Castillo","2021-2022",25,"Creator","Wide Creator",-0.05,0,-0.04,0,-0.01,-0.01,0.01,975,"Brest","Ligue 1","FRA","M"
"Matteo Lovato","2022-2023",22,"Central Def","Aggressive Central Defender",-0.05,-0.01,-0.02,0,-0.01,-0.02,0.01,814,"Salernitana","Serie A M","ITA","M"
"Paweł Jaroszyński","2021-2022",26,"Wide Def","Deep Wide Defender",-0.05,-0.01,-0.01,0,-0.01,-0.02,0.02,516,"Salernitana","Serie A M","POL","M"
"William Saliba","2018-2019",17,"Central Def","Aggressive Central Defender",-0.05,0,0,0,-0.01,-0.03,0,1277,"Saint-Étienne","Ligue 1","FRA","M"
"Ibrahim Amadou","2019-2020",26,"Midfielder","Ball Winning Midfielder",-0.05,0,-0.01,-0.02,0,-0.03,0,770,"Leganés","La Liga","FRA","M"
"Fede Vico","2020-2021",26,"Creator","Wide Creator",-0.05,-0.01,-0.01,-0.01,0,-0.02,0,767,"Granada","La Liga","ESP","M"
"Martin Hongla","2022-2023",24,"Central Def","Aggressive Central Defender",-0.05,-0.01,-0.02,0,0,-0.02,-0.01,1306,"Valladolid","La Liga","CMR","M"
"Jakub Kamiński","2023-2024",21,"Dribbler","Wide Dribbler",-0.05,0,-0.05,0.02,-0.03,0.01,0,473,"Wolfsburg","Bundesliga","POL","M"
"Marcus Coco","2021-2022",25,"Creator","Two Way Creator",-0.05,-0.01,-0.04,-0.02,0,-0.01,0.02,930,"Nantes","Ligue 1","FRA","M"
"Daniele Verde","2017-2018",21,"Creator","Wide Creator",-0.05,-0.01,-0.01,-0.01,0.02,-0.01,-0.01,1954,"Hellas Verona","Serie A M","ITA","M"
"Andrea Barberis","2022-2023",28,"Midfielder","Ball Winning Midfielder",-0.05,-0.01,-0.02,0,-0.01,0.01,-0.01,338,"Monza","Serie A M","ITA","M"
"Andreas Müller","2023-2024",23,"Midfielder","Ball Winning Midfielder",-0.05,-0.01,-0.01,0,-0.01,-0.02,0.01,349,"Darmstadt 98","Bundesliga","GER","M"
"Robert Berić","2019-2020",28,"Finisher","Progressive Forward",-0.05,-0.01,-0.03,0,-0.01,0,0,413,"Saint-Étienne","Ligue 1","SVN","M"
"Samuel Armenteros","2017-2018",27,"Finisher","Target Forward",-0.05,-0.03,-0.02,-0.01,0,0.01,0,429,"Benevento","Serie A M","SWE","M"
"Tobias Raschl","2021-2022",21,"Midfielder","Mobile Midfielder",-0.05,0,-0.02,-0.01,0.01,0,-0.01,597,"Greuther Fürth","Bundesliga","GER","M"
"Kieran Gibbs","2020-2021",30,"Wide Def","Deep Wide Defender",-0.05,-0.01,-0.02,-0.01,0,-0.01,0.01,809,"West Brom","Premier League","ENG","M"
"Ilija Nestorovski","2019-2020",29,"Finisher","Progressive Forward",-0.05,-0.01,-0.04,0,0,0.01,0,1251,"Udinese","Serie A M","MKD","M"
"Toma Bašić","2021-2022",24,"Creator","Two Way Creator",-0.05,-0.01,0,-0.02,-0.01,-0.02,0.02,982,"Lazio","Serie A M","CRO","M"
"Jeffrey Bruma","2017-2018",25,"Central Def","Reactive Central Defender",-0.05,0,-0.01,0,0,0,-0.02,990,"Wolfsburg","Bundesliga","NED","M"
"Philipp Förster","2023-2024",28,"Creator","Wide Creator",-0.05,-0.01,-0.01,0,-0.01,-0.01,0.01,385,"Bochum","Bundesliga","GER","M"
"Ambroise Oyongo","2021-2022",30,"Wide Def","Aggressive Wide Defender",-0.05,0,0.01,0,-0.01,-0.02,-0.01,659,"Montpellier","Ligue 1","CMR","M"
"Vasilis Torosidis","2017-2018",32,"Wide Def","Deep Wide Defender",-0.05,-0.01,-0.01,-0.01,-0.01,-0.01,0.02,819,"Bologna","Serie A M","GRE","M"
"Paolo Ghiglione","2018-2019",21,"Wide Def","Aggressive Wide Defender",-0.05,0.01,0.03,-0.01,-0.01,-0.05,0,514,"Frosinone","Serie A M","ITA","M"
"Mauro dos Santos","2017-2018",28,"Central Def","Reactive Central Defender",-0.05,0,-0.01,0,0,-0.03,0,983,"Leganés","La Liga","ARG","M"
"Steve Cook","2022-2023",31,"Central Def","Progressive Central Defender",-0.05,0,-0.02,0.01,-0.01,-0.03,0,957,"Nott'ham Forest","Premier League","ENG","M"
"Maxime Estève","2023-2024",21,"Central Def","Aggressive Central Defender",-0.05,0,0,0,0,-0.04,0.01,995,"Montpellier","Ligue 1","FRA","M"
"Joseba Zaldúa","2022-2023",30,"Wide Def","Deep Wide Defender",-0.05,-0.01,-0.02,-0.01,0,-0.03,0.01,639,"Cádiz","La Liga","ESP","M"
"Esteban Rolón","2018-2019",23,"Midfielder","Ball Winning Midfielder",-0.05,0,-0.02,-0.01,0,-0.02,0.02,1046,"Genoa","Serie A M","ARG","M"
"Jack Colback","2022-2023",32,"Deep Midfielder","Defensive Deep Midfielder",-0.05,-0.01,-0.02,0,0.01,-0.02,0.02,497,"Nott'ham Forest","Premier League","ENG","M"
"Martin Hongla","2023-2024",25,"Deep Midfielder","Defensive Deep Midfielder",-0.05,-0.01,-0.02,-0.01,0,-0.01,0,1084,"Hellas Verona","Serie A M","CMR","M"
"Niklas Dorsch","2023-2024",25,"Deep Midfielder","Defensive Deep Midfielder",-0.05,-0.01,0,-0.01,0,-0.02,0,1386,"Augsburg","Bundesliga","GER","M"
"Yuto Nagatomo","2017-2018",30,"Wide Def","Deep Wide Defender",-0.05,0,-0.01,0,0,-0.02,0,790,"Inter","Serie A M","JPN","M"
"Ki Sung-yueng","2018-2019",29,"Midfielder","Creative Midfielder",-0.05,-0.01,-0.01,0,0,-0.01,-0.01,1302,"Newcastle Utd","Premier League","KOR","M"
"Stefano Sabelli","2021-2022",28,"Wide Def","Aggressive Wide Defender",-0.05,0,0,-0.02,0,-0.03,0.01,348,"Genoa","Serie A M","ITA","M"
"Recio","2018-2019",27,"Midfielder","Mobile Midfielder",-0.05,-0.01,-0.02,-0.01,0,-0.01,0,1285,"Leganés","La Liga","ESP","M"
"Bruno Martins Indi","2017-2018",25,"Central Def","Aggressive Central Defender",-0.05,-0.01,0,0,-0.01,-0.02,0,1243,"Stoke City","Premier League","NED","M"
"Paweł Jaroszyński","2017-2018",22,"Wide Def","Deep Wide Defender",-0.05,-0.01,-0.02,0,0,-0.02,0.01,809,"Chievo","Serie A M","POL","M"
"Quini","2019-2020",29,"Wide Def","Aggressive Wide Defender",-0.05,0,0.01,-0.02,-0.01,-0.02,0,718,"Granada","La Liga","ESP","M"
"Hannes Wolf","2022-2023",23,"Dribbler","Direct Dribbler",-0.05,-0.01,0,-0.03,-0.03,0,0.03,449,"M'Gladbach","Bundesliga","AUT","M"
"Jan Morávek","2019-2020",29,"Midfielder","Ball Winning Midfielder",-0.05,-0.02,-0.03,0.01,0,-0.03,0.03,474,"Augsburg","Bundesliga","CZE","M"
"Levin Öztunalı","2021-2022",25,"Creator","Two Way Creator",-0.05,0,-0.03,-0.01,-0.01,-0.01,0.03,572,"Union Berlin","Bundesliga","GER","M"
"Rubén Sobrino","2018-2019",26,"Finisher","Mobile Forward",-0.05,-0.02,-0.06,0,0.02,0,0.02,965,"Alavés","La Liga","ESP","M"
"Krépin Diatta","2021-2022",22,"Finisher","Progressive Forward",-0.05,0,-0.09,0.01,0.03,0.02,0,285,"Monaco","Ligue 1","SEN","M"
"Ondrej Duda","2022-2023",27,"Creator","Two Way Creator",-0.05,-0.01,-0.02,-0.01,-0.01,0.02,0,689,"Köln","Bundesliga","SVK","M"
"Pablo Marí","2020-2021",26,"Central Def","Aggressive Central Defender",-0.05,-0.01,-0.02,0,0,-0.02,-0.01,900,"Arsenal","Premier League","ESP","M"
"Ștefan Radu","2021-2022",34,"Central Def","Aggressive Central Defender",-0.05,-0.01,-0.01,0,0,0,-0.01,556,"Lazio","Serie A M","ROU","M"
"Wilfried Bony","2017-2018",28,"Finisher","Target Forward",-0.05,-0.03,-0.03,-0.01,0,0,0.01,707,"Swansea City","Premier League","CIV","M"
"Grégoire Defrel","2023-2024",32,"Creator","Two Way Creator",-0.05,0,-0.02,0,-0.02,-0.02,0,757,"Sassuolo","Serie A M","MTQ","M"
"Sergio Mora","2017-2018",37,"Deep Midfielder","Defensive Deep Midfielder",-0.05,0,0,-0.01,-0.01,-0.02,0,813,"Getafe","La Liga","ESP","M"
"Daley Sinkgraven","2019-2020",24,"Wide Def","Progressive Wide Defender",-0.05,-0.01,-0.03,-0.02,0,0,-0.01,909,"Leverkusen","Bundesliga","NED","M"
"Andrea Rispoli","2020-2021",31,"Wide Def","Aggressive Wide Defender",-0.05,0,0,-0.01,0,-0.03,-0.01,652,"Crotone","Serie A M","ITA","M"
"Mikel Balenziaga","2019-2020",31,"Wide Def","Deep Wide Defender",-0.05,-0.01,-0.01,-0.01,-0.01,-0.02,0.01,563,"Athletic Club","La Liga","ESP","M"
"Robert Tesche","2021-2022",34,"Deep Midfielder","Playmaking Deep Midfielder",-0.05,-0.01,-0.02,-0.01,0,-0.01,-0.01,349,"Bochum","Bundesliga","GER","M"
"Aiham Ousou","2023-2024",23,"Central Def","Aggressive Central Defender",-0.05,0,0,0,0,-0.03,-0.01,430,"Cádiz","La Liga","SYR","M"
"Souleymane Camara","2017-2018",34,"Finisher","Target Forward",-0.05,-0.01,-0.04,0,0,0,0.01,934,"Montpellier","Ligue 1","SEN","M"
"Pape Cheikh Diop","2019-2020",21,"Midfielder","Mobile Midfielder",-0.05,0,-0.04,0,0,0.01,-0.01,599,"Celta Vigo","La Liga","SEN","M"
"Nabil Bentaleb","2020-2021",25,"Deep Midfielder","Defensive Deep Midfielder",-0.05,0,-0.02,-0.01,0,0,0,548,"Schalke 04","Bundesliga","ALG","M"
"Uche Henry Agbo","2018-2019",22,"Deep Midfielder","Playmaking Deep Midfielder",-0.05,-0.01,-0.01,0,0,0,-0.03,372,"Rayo Vallecano","La Liga","NGA","M"
"Abdoulaye Bamba","2021-2022",31,"Wide Def","Deep Wide Defender",-0.05,0,-0.01,-0.01,-0.01,-0.01,0,458,"Angers","Ligue 1","CIV","M"
"Tobias Strobl","2021-2022",31,"Deep Midfielder","Defensive Deep Midfielder",-0.05,0,-0.01,-0.01,0,-0.01,-0.01,323,"Augsburg","Bundesliga","GER","M"
"Gelson Fernandes","2017-2018",30,"Deep Midfielder","Defensive Deep Midfielder",-0.05,-0.01,-0.02,-0.01,0,-0.04,0.03,1036,"Eint Frankfurt","Bundesliga","SUI","M"
"Dylan Bronn","2019-2020",24,"Central Def","Reactive Central Defender",-0.05,0,-0.01,0,0,-0.03,0,810,"Metz","Ligue 1","TUN","M"
"Kevin-Prince Boateng","2018-2019",31,"Finisher","Target Forward",-0.05,-0.01,-0.03,0,-0.01,0,0,938,"Sassuolo","Serie A M","GHA","M"
"Stefan Mitrović","2023-2024",33,"Central Def","Progressive Central Defender",-0.05,-0.01,-0.01,0,0,-0.02,-0.02,699,"Getafe","La Liga","SRB","M"
"Godfred Donsah","2017-2018",21,"Creator","Two Way Creator",-0.05,-0.01,-0.03,-0.01,0.01,-0.01,0.01,1794,"Bologna","Serie A M","GHA","M"
"Romain Danzé","2017-2018",31,"Wide Def","Deep Wide Defender",-0.05,-0.01,-0.01,-0.01,-0.02,0.01,0,681,"Rennes","Ligue 1","FRA","M"
"Xabier Etxeita","2020-2021",32,"Central Def","Reactive Central Defender",-0.05,0,0,0,0,-0.04,0,883,"Getafe","La Liga","ESP","M"
"Jean Mattéo Bahoya","2022-2023",17,"Dribbler","Direct Dribbler",-0.05,0,0,-0.02,-0.02,-0.02,0,270,"Angers","Ligue 1","FRA","M"
"Luca Sangalli","2018-2019",23,"Creator","Two Way Creator",-0.05,-0.01,-0.01,-0.02,0,-0.01,0,999,"Real Sociedad","La Liga","ESP","M"
"Ondrej Duda","2017-2018",22,"Creator","Two Way Creator",-0.05,-0.01,-0.01,-0.02,0,0,-0.01,744,"Hertha BSC","Bundesliga","SVK","M"
"Jorge Meré","2023-2024",26,"Central Def","Reactive Central Defender",-0.05,0,0,0,0,-0.04,0.01,673,"Cádiz","La Liga","ESP","M"
"Kevin McDonald","2018-2019",29,"Deep Midfielder","Playmaking Deep Midfielder",-0.05,0,-0.01,-0.01,-0.01,-0.01,0,841,"Fulham","Premier League","SCO","M"
"Mads Bech Sørensen","2021-2022",22,"Central Def","Progressive Central Defender",-0.05,0,-0.01,0,0,-0.02,-0.02,835,"Brentford","Premier League","DEN","M"
"Jens Petter Hauge","2020-2021",20,"Dribbler","Direct Dribbler",-0.05,0,-0.03,0.02,-0.03,0,0,532,"Milan","Serie A M","NOR","M"
"João Mário","2017-2018",24,"Creator","Wide Creator",-0.05,0,-0.01,-0.02,0,-0.02,0,1022,"West Ham","Premier League","POR","M"
"Justin Hoogma","2021-2022",23,"Central Def","Progressive Central Defender",-0.05,0,-0.01,-0.01,-0.01,0,-0.02,270,"Greuther Fürth","Bundesliga","NED","M"
"Jean Seri","2020-2021",29,"Deep Midfielder","Playmaking Deep Midfielder",-0.05,0,-0.01,0,0.01,-0.02,-0.01,707,"Bordeaux","Ligue 1","CIV","M"
"Aleksandar Sedlar","2021-2022",29,"Central Def","Reactive Central Defender",-0.05,-0.01,-0.02,0,0,-0.01,0,404,"Mallorca","La Liga","SRB","M"
"Sandro","2018-2019",29,"Deep Midfielder","Defensive Deep Midfielder",-0.05,0,0.01,-0.01,0,-0.06,0.01,594,"Udinese","Serie A M","BRA","M"
"Pep Chavarría","2022-2023",24,"Creator","Wide Creator",-0.05,0,-0.05,-0.01,0.01,-0.01,0.01,366,"Rayo Vallecano","La Liga","ESP","M"
"Borja Fernández","2018-2019",37,"Deep Midfielder","Defensive Deep Midfielder",-0.05,0,-0.01,-0.01,-0.01,-0.03,0.01,841,"Valladolid","La Liga","ESP","M"
"Pontus Jansson","2022-2023",31,"Central Def","Reactive Central Defender",-0.05,0,0,0,-0.01,-0.04,0,724,"Brentford","Premier League","SWE","M"
"Jemerson","2021-2022",28,"Central Def","Aggressive Central Defender",-0.05,0,0,0,0,-0.06,0.01,1202,"Metz","Ligue 1","BRA","M"
"Marco Modolo","2021-2022",32,"Central Def","Reactive Central Defender",-0.05,0,-0.01,0,-0.01,-0.04,0.02,392,"Venezia","Serie A M","ITA","M"
"Takumi Minamino","2020-2021",25,"Creator","Two Way Creator",-0.05,0,0.01,-0.02,0,-0.04,0,711,"Southampton","Premier League","JPN","M"
"Federico Barba","2019-2020",25,"Wide Def","Deep Wide Defender",-0.05,-0.01,-0.01,-0.02,-0.01,0,0,450,"Valladolid","La Liga","ITA","M"
"Lucas Olaza","2018-2019",24,"Wide Def","Deep Wide Defender",-0.05,-0.01,-0.02,-0.01,-0.01,0,-0.01,897,"Celta Vigo","La Liga","URU","M"
"Jordan Lukaku","2019-2020",25,"Wide Def","Aggressive Wide Defender",-0.05,0,-0.01,0,0.02,-0.03,-0.01,396,"Lazio","Serie A M","BEL","M"
"Matty James","2017-2018",26,"Deep Midfielder","Defensive Deep Midfielder",-0.05,0,0.02,-0.01,0,-0.05,0,993,"Leicester City","Premier League","ENG","M"
"Kevin Behrens","2023-2024",32,"Finisher","Target Forward",-0.05,0,-0.04,0,0,-0.01,0,616,"Wolfsburg","Bundesliga","GER","M"
"Felix Kalu Nmecha","2021-2022",20,"Finisher","Progressive Forward",-0.05,-0.03,-0.01,-0.02,0.01,0,0.02,323,"Wolfsburg","Bundesliga","GER","M"
"Facundo Ferreyra","2019-2020",28,"Finisher","Target Forward",-0.05,-0.01,-0.04,0,0,0,0.01,574,"Espanyol","La Liga","ARG","M"
"Jesús Vallejo","2021-2022",24,"Central Def","Reactive Central Defender",-0.05,0,-0.02,0,-0.01,-0.02,0.01,341,"Real Madrid","La Liga","ESP","M"
"Andrew Gravillon","2022-2023",24,"Central Def","Reactive Central Defender",-0.05,-0.01,-0.01,0,0,-0.03,0.02,312,"Torino","Serie A M","GLP","M"
"Šime Vrsaljko","2019-2020",27,"Wide Def","Deep Wide Defender",-0.05,-0.01,-0.02,0.02,-0.01,-0.04,0.01,362,"Atlético Madrid","La Liga","CRO","M"
"Gerson","2022-2023",25,"Creator","Two Way Creator",-0.05,-0.01,0,-0.02,-0.02,-0.01,0,417,"Marseille","Ligue 1","BRA","M"
"Yannick Bolasie","2017-2018",28,"Dribbler","Wide Dribbler",-0.05,-0.01,0,-0.01,0,-0.03,0,851,"Everton","Premier League","COD","M"
"Unai García","2023-2024",31,"Central Def","Aggressive Central Defender",-0.05,0.01,-0.01,-0.01,-0.01,-0.04,0,560,"Osasuna","La Liga","ESP","M"
"Genki Haraguchi","2022-2023",31,"Creator","Two Way Creator",-0.05,-0.01,-0.04,-0.02,0,0.01,0.02,498,"Union Berlin","Bundesliga","JPN","M"
"Javi Fuego","2017-2018",33,"Deep Midfielder","Defensive Deep Midfielder",-0.05,-0.01,-0.02,-0.01,-0.01,-0.01,0.01,537,"Villarreal","La Liga","ESP","M"
"Divock Origi","2023-2024",28,"Finisher","Mobile Forward",-0.05,-0.02,-0.07,0.02,0.01,0,0,606,"Nott'ham Forest","Premier League","BEL","M"
"Thomas Delaney","2022-2023",30,"Deep Midfielder","Defensive Deep Midfielder",-0.05,0.02,0.01,0.02,-0.01,-0.06,-0.02,309,"Sevilla","La Liga","DEN","M"
"Souleyman Doumbia","2018-2019",21,"Wide Def","Deep Wide Defender",-0.05,-0.01,-0.01,-0.01,0,-0.01,-0.01,605,"Rennes","Ligue 1","CIV","M"
"Giuseppe Caso","2023-2024",24,"Dribbler","Direct Dribbler",-0.05,-0.01,-0.03,-0.02,0,0.01,-0.01,417,"Frosinone","Serie A M","ITA","M"
"Adama Soumaoro","2019-2020",27,"Central Def","Reactive Central Defender",-0.05,0,0,0,-0.01,-0.03,0,637,"Genoa","Serie A M","FRA","M"
"Nikola Vukčević","2018-2019",26,"Deep Midfielder","Defensive Deep Midfielder",-0.05,-0.01,-0.03,0,0,-0.03,0.02,670,"Levante","La Liga","MNE","M"
"Juanmi Latasa","2022-2023",21,"Finisher","Progressive Forward",-0.05,0.01,-0.04,0.01,-0.02,-0.02,0.01,448,"Getafe","La Liga","ESP","M"
"Johann Obiang","2017-2018",24,"Wide Def","Progressive Wide Defender",-0.05,0,0,-0.01,-0.01,-0.02,0,470,"Troyes","Ligue 1","GAB","M"
"Mathías Suárez","2018-2019",22,"Wide Def","Deep Wide Defender",-0.05,0,-0.01,-0.01,-0.02,-0.01,0,550,"Montpellier","Ligue 1","URU","M"
"Grégoire Defrel","2019-2020",28,"Finisher","Progressive Forward",-0.05,-0.03,-0.06,0.02,0.01,0.01,0,980,"Sassuolo","Serie A M","MTQ","M"
"Yun Il-lok","2020-2021",28,"Creator","Two Way Creator",-0.05,-0.01,0,-0.01,0,-0.02,-0.01,312,"Montpellier","Ligue 1","KOR","M"
"Vitolo","2020-2021",30,"Dribbler","Direct Dribbler",-0.05,0.01,-0.04,-0.01,0,0,-0.01,298,"Atlético Madrid","La Liga","ESP","M"
"Pablo Insua","2018-2019",24,"Central Def","Aggressive Central Defender",-0.05,0,-0.01,0,-0.01,-0.02,0,776,"Huesca","La Liga","ESP","M"
